agreeableness,extraversion,neuroticism,education,age
5.0,3.0,3.0,1,31
3.6,3.8,3.2,3,22
5.4,5.2,4.2,3,31
2.6,4.2,5.4,NA,33
4.6,1.8,2.6,2,35
5.0,4.2,2.2,2,48
4.8,5.0,2.0,5,34
5.4,4.8,2.8,5,31
4.4,3.2,1.8,4,32
3.8,2.4,5.2,3,20
3.8,5.2,1.6,3,19
5.4,4.4,2.2,5,50
5.0,5.0,4.2,3,35
5.0,2.4,2.6,2,23
3.2,2.6,2.8,1,18
5.2,5.2,1.8,1,21
5.2,3.2,3.6,3,20
5.4,4.8,4.0,5,54
4.4,3.2,2.8,3,51
4.4,4.4,2.4,2,20
4.8,1.8,4.4,1,38
4.6,5.4,3.6,4,53
3.2,3.6,4.6,NA,17
3.2,4.0,1.8,1,33
2.2,2.2,4.2,3,17
3.4,3.4,3.4,NA,15
5.8,4.6,3.0,2,38
4.6,3.4,5.8,NA,13
5.0,5.0,2.4,5,34
3.6,2.6,2.0,NA,14
3.8,1.2,3.8,1,20
4.6,5.0,4.0,4,27
4.6,5.6,1.8,2,42
3.8,3.2,1.8,1,18
4.2,3.5,4.0,3,20
5.2,5.0,2.6,5,56
4.8,4.6,2.6,3,20
4.4,3.4,3.2,NA,37
4.25,3.6,3.4,NA,15
5.2,3.6,5.2,1,20
4.4,5.2,3.0,3,19
5.2,4.0,3.0,3,20
5.2,4.6,2.6,3,19
5.2,5.6,1.4,3,20
4.6,5.4,2.8,1,43
5.8,4.6,1.4,5,43
4.2,1.6,4.0,4,26
4.6,3.2,4.0,NA,18
3.8,3.6,4.8,4,24
4.4,3.6,2.6,3,20
5.8,5.2,2.8,2,23
4.6,4.8,2.6,3,25
4.6,5.0,4.0,4,25
4.6,5.4,2.4,5,37
4.4,3.6,4.2,5,51
5.4,3.4,3.0,3,36
4.2,4.2,2.8,3,21
4.8,4.2,2.0,5,56
5.6,5.2,4.8,3,19
5.8,4.6,4.0,5,41
4.0,5.0,2.8,3,20
3.8,5.8,2.0,3,22
5.0,3.0,4.8,3,38
2.0,2.6,2.6,5,52
4.2,2.8,5.8,3,37
4.4,3.4,4.0,2,27
5.2,5.2,3.0,3,19
6.0,4.4,4.6,2,45
3.2,3.4,3.6,1,28
5.6,5.8,1.0,3,31
4.8,3.75,1.6,1,19
5.6,5.0,3.8,5,31
5.4,5.2,4.2,1,28
4.0,1.2,3.8,3,21
3.8,2.0,3.6,2,19
5.4,3.6,2.0,3,27
4.0,4.4,3.2,3,21
3.8,4.8,2.4,3,23
5.6,5.2,3.4,4,29
4.4,3.6,2.8,3,24
4.4,3.4,2.6,NA,16
3.8,5.6,3.4,3,22
5.4,4.0,5.8,4,41
5.4,3.0,1.4,3,26
4.8,4.6,3.0,5,47
4.8,4.4,4.0,3,50
4.6,4.2,2.6,5,29
4.6,3.2,2.4,3,20
3.6,5.0,3.4,5,55
4.8,4.0,4.4,3,22
4.2,3.4,4.0,3,35
5.2,3.2,2.4,3,20
4.0,2.8,3.6,2,49
5.0,4.6,2.0,5,39
5.0,4.4,1.6,3,23
5.2,4.2,3.8,3,25
5.8,2.6,3.0,5,25
4.0,4.2,3.4,NA,36
4.6,4.6,2.0,4,38
5.2,4.2,3.4,1,17
4.8,3.2,5.4,NA,17
3.0,4.6,5.0,3,19
6.0,5.0,1.8,4,56
5.4,4.0,4.2,4,28
4.6,4.4,2.6,3,17
5.6,4.8,4.0,3,26
4.0,5.0,4.0,3,46
4.8,3.4,1.8,3,21
5.0,4.6,4.4,3,46
5.8,5.0,1.8,2,39
3.2,1.6,6.0,3,19
5.6,3.6,3.0,3,25
5.2,2.6,2.6,5,22
5.0,4.8,2.6,NA,17
5.4,4.4,3.6,3,27
5.8,5.4,4.2,4,20
4.8,4.2,3.6,5,21
5.4,3.8,3.6,3,21
6.0,5.6,1.8,4,55
5.4,3.4,3.2,3,24
4.8,3.2,1.8,4,25
4.0,4.2,2.8,5,39
5.4,5.2,4.4,3,39
4.8,5.0,3.6,3,21
4.4,3.2,2.8,5,37
2.6,2.6,1.8,2,22
5.4,4.8,1.0,4,24
4.8,5.0,4.4,3,21
4.6,5.0,2.2,3,20
5.0,4.8,5.2,3,19
4.8,4.2,1.6,3,21
4.8,4.6,2.8,5,30
5.2,4.0,4.0,1,18
4.0,3.2,5.2,4,53
3.8,2.25,5.0,3,27
3.4,3.0,4.2,4,48
5.4,4.0,3.0,4,30
5.2,3.4,3.4,3,25
4.6,4.0,2.8,4,35
5.0,3.6,5.2,NA,17
4.6,3.2,5.0,3,41
5.2,5.0,1.2,3,41
6.0,5.4,1.0,3,37
4.8,4.4,3.0,3,60
5.4,5.2,3.4,3,23
5.6,4.8,2.0,3,53
4.6,2.8,1.6,2,19
5.75,5.2,3.0,3,35
3.4,2.6,4.4,2,19
5.4,5.4,2.2,1,24
4.4,3.0,3.6,3,21
4.8,4.6,1.4,3,29
5.2,4.8,3.6,4,25
5.2,4.8,2.0,4,25
4.4,4.8,2.4,3,18
5.2,4.4,5.8,5,37
5.0,5.0,5.0,3,20
5.4,3.4,2.8,3,21
5.4,4.8,3.4,1,34
5.8,5.4,1.8,2,38
4.0,4.0,4.4,4,30
4.4,3.8,4.2,1,16
4.6,4.0,4.4,3,23
6.0,5.5,1.6,3,22
4.6,5.2,1.4,3,37
4.8,3.0,2.2,4,30
4.4,5.6,3.4,3,21
4.6,1.8,4.8,3,32
2.0,2.0,1.6,NA,14
4.6,3.2,2.8,4,55
4.4,4.8,2.75,4,26
6.0,5.2,2.4,5,22
5.6,5.0,2.0,3,21
3.4,1.4,4.4,4,28
4.8,3.8,1.6,5,41
4.2,3.2,2.0,NA,17
4.6,3.8,2.8,5,52
4.8,5.4,4.0,1,18
4.2,3.6,1.0,5,56
3.6,3.4,2.4,5,55
5.0,5.6,1.0,4,43
3.0,2.6,4.6,3,22
5.0,4.4,3.6,4,25
3.0,4.0,3.0,3,27
6.0,6.0,2.4,2,48
3.6,3.0,3.6,5,31
4.8,5.4,3.0,3,24
3.4,4.75,3.6,3,21
5.8,6.0,2.8,3,24
5.0,4.6,4.0,3,21
5.0,5.6,4.6,3,27
1.4,1.6,1.0,1,18
4.8,3.6,2.8,3,24
4.0,3.5,2.6,5,32
4.0,2.6,4.8,1,19
5.6,3.2,2.2,5,52
5.6,3.6,3.6,1,18
4.8,4.0,1.4,3,30
4.0,3.4,3.6,1,18
2.2,4.6,3.4,4,22
4.0,2.8,1.4,4,46
4.0,2.4,1.8,NA,16
4.4,3.2,4.2,4,28
4.8,5.0,3.8,3,19
4.6,5.0,1.8,4,38
2.2,3.8,2.2,4,24
3.8,3.8,3.8,4,22
2.6,4.2,4.6,1,16
5.0,4.8,1.0,4,24
3.6,3.2,3.2,3,23
4.4,3.6,2.2,4,23
5.2,4.2,5.0,5,22
3.4,3.8,2.4,5,24
5.6,4.4,2.0,3,26
4.8,4.2,4.0,3,22
3.6,3.6,2.4,1,35
5.6,4.8,1.8,3,43
6.0,5.4,1.4,NA,17
5.4,5.4,1.4,5,37
6.0,5.4,1.4,3,21
4.6,5.6,2.8,3,21
4.6,2.8,1.8,5,25
4.6,5.0,2.6,3,27
4.2,3.2,2.8,4,22
5.2,3.8,4.4,3,19
6.0,6.0,2.6,3,40
3.8,2.6,1.6,1,21
4.0,2.6,4.6,1,17
4.6,5.2,3.2,NA,21
2.6,3.0,5.4,NA,17
5.8,5.4,3.6,2,19
5.2,3.4,3.8,3,22
4.6,4.2,2.4,3,18
5.75,5.6,4.2,2,62
3.6,2.8,3.8,4,22
5.8,5.0,5.4,3,31
4.4,1.0,2.6,1,22
4.4,4.0,2.6,4,23
5.6,3.8,3.6,3,22
3.0,3.4,4.6,NA,31
5.75,5.8,1.2,2,50
3.8,2.6,2.8,1,20
5.8,3.6,4.0,3,28
5.2,5.2,1.0,4,35
4.4,3.0,3.4,3,20
4.8,5.4,2.0,4,36
4.8,4.0,5.4,NA,27
4.2,2.2,2.0,4,28
4.4,2.8,2.8,2,40
2.8,2.8,2.6,3,20
4.2,1.2,2.6,3,23
3.6,4.2,3.6,3,18
4.4,4.0,4.0,2,23
5.4,3.5,2.0,5,27
4.4,4.6,2.2,3,22
3.5,3.5,3.0,3,17
3.6,3.8,3.4,2,32
4.0,3.8,3.8,3,25
4.4,3.0,3.2,5,28
4.4,3.6,2.0,4,25
5.0,6.0,3.2,2,40
5.2,5.2,1.6,3,28
4.6,4.6,3.2,2,33
5.4,4.6,3.4,4,39
5.4,4.2,1.4,3,20
4.6,3.8,4.4,NA,46
5.4,4.0,3.2,5,28
4.6,5.4,4.0,3,21
5.0,5.4,1.0,3,36
5.0,3.0,2.4,5,50
6.0,3.8,2.8,3,40
6.0,4.4,2.4,3,46
6.0,5.0,2.4,3,11
6.0,6.0,1.0,3,38
4.0,3.4,1.4,3,22
4.4,4.4,5.0,1,16
3.4,1.0,3.2,NA,15
4.4,4.6,1.8,2,19
3.8,3.4,4.0,1,20
4.8,3.4,3.2,5,29
5.2,4.6,3.2,3,25
4.6,2.6,5.4,3,25
4.2,3.0,4.8,3,25
4.2,4.0,5.8,3,21
3.8,1.4,2.8,3,19
5.6,3.0,2.6,3,40
5.4,5.4,1.0,3,19
6.0,5.0,1.4,4,38
5.4,5.6,5.5,3,22
5.4,4.2,3.6,4,43
3.4,5.6,2.6,4,36
4.2,3.0,1.6,2,86
4.6,5.0,3.4,4,24
2.6,3.2,3.4,1,17
5.2,4.8,2.4,4,33
2.6,1.8,2.6,5,26
5.2,3.8,4.75,1,24
5.6,5.8,1.8,4,21
2.8,4.8,3.8,1,18
4.8,4.8,3.4,4,50
2.8,3.0,3.4,3,20
5.4,5.0,2.6,4,59
3.6,3.8,2.8,3,19
4.6,4.8,2.0,3,20
3.8,3.4,2.4,3,19
5.75,5.8,2.2,3,19
4.6,4.8,4.6,2,20
4.4,3.8,4.0,5,24
4.8,3.4,1.8,3,18
5.4,3.8,2.6,NA,15
4.2,5.6,2.8,2,44
5.8,5.6,4.0,3,32
5.2,3.6,2.2,5,27
5.8,4.2,1.0,5,59
4.8,4.2,4.6,2,20
4.6,5.0,3.0,2,54
5.4,5.6,4.4,5,25
5.6,5.0,1.0,2,43
2.4,1.2,3.6,2,20
4.0,3.8,3.8,3,20
5.6,3.4,5.8,3,28
3.4,3.4,4.4,4,38
2.6,3.8,2.2,4,23
3.6,4.0,2.8,3,26
4.8,4.8,3.2,4,31
4.8,4.0,3.6,2,53
5.0,4.8,3.0,5,45
5.2,4.6,3.8,4,20
5.4,4.8,2.8,5,52
2.6,1.0,4.0,1,19
4.8,5.0,1.8,1,31
3.6,4.0,2.8,3,18
4.0,3.6,1.8,3,23
5.4,4.4,2.2,3,18
5.4,4.8,1.6,4,29
5.4,4.2,4.8,5,46
3.8,4.4,3.6,5,58
5.6,4.4,1.8,5,38
2.2,2.2,4.2,5,27
5.6,5.2,5.4,5,41
5.4,4.0,2.4,1,58
5.6,5.6,2.0,4,34
4.75,1.4,5.4,3,20
4.8,5.6,1.2,5,33
3.4,4.2,2.6,3,19
4.6,4.0,3.8,3,18
4.6,3.4,6.0,3,20
5.0,5.2,4.2,3,27
5.4,5.2,2.2,3,20
5.0,5.8,2.2,3,31
2.6,2.4,4.6,5,32
5.2,2.6,3.0,5,32
5.0,4.2,2.4,2,45
3.6,2.8,4.4,NA,17
4.0,3.75,3.8,5,39
4.8,5.2,3.0,1,35
5.8,3.8,3.0,5,26
3.4,4.4,3.75,5,29
6.0,4.8,2.8,3,28
5.8,5.8,2.4,3,26
5.0,4.4,2.8,3,26
3.4,1.8,5.0,NA,12
5.0,4.0,2.0,2,21
4.0,2.8,4.0,5,30
5.0,4.4,1.4,2,43
4.0,4.6,5.4,2,38
4.6,4.2,1.0,3,19
4.8,2.4,4.6,2,22
4.0,4.0,5.4,4,34
4.4,2.25,4.2,3,20
4.4,5.2,1.6,3,26
5.4,5.0,2.4,5,45
4.2,2.4,4.6,1,31
5.4,5.4,3.0,5,40
4.8,3.6,5.8,3,20
3.6,3.2,4.0,2,61
3.8,2.0,2.4,1,18
5.4,4.4,1.6,3,49
4.4,4.6,3.6,4,38
3.0,2.6,3.8,NA,16
5.0,4.6,2.6,3,27
6.0,5.6,2.6,4,38
5.8,4.6,1.4,1,28
4.4,6.0,1.4,3,20
5.8,3.8,1.2,5,43
4.0,2.6,4.0,5,29
4.6,3.0,6.0,1,19
3.6,4.0,2.5,3,39
5.2,4.6,1.2,2,19
4.8,4.0,3.2,3,18
2.8,5.6,3.4,3,18
4.2,5.4,1.2,5,38
4.8,4.4,2.4,4,34
6.0,5.0,1.8,4,45
4.4,4.4,2.2,NA,17
3.6,3.6,2.4,3,18
3.4,4.0,4.6,3,37
3.4,4.6,1.6,3,24
4.2,4.4,2.2,3,29
5.2,5.2,3.2,5,60
6.0,4.4,6.0,3,25
3.4,4.4,1.2,2,32
4.8,3.8,1.0,1,21
5.8,4.8,4.0,2,26
5.0,3.6,2.8,5,43
5.4,4.4,3.8,4,25
4.6,3.8,5.0,4,25
4.2,4.8,1.8,3,20
5.6,6.0,1.6,3,19
5.2,4.8,2.4,5,28
3.2,4.4,2.6,3,23
5.0,5.2,2.4,4,23
5.4,4.2,5.2,1,17
5.0,5.4,2.8,3,19
4.4,2.0,4.8,1,20
5.0,4.0,2.2,5,60
5.0,2.0,4.8,4,40
4.2,4.6,1.6,3,19
4.6,4.4,3.8,3,18
4.2,1.8,1.6,1,21
5.4,3.8,2.4,3,49
4.2,3.4,5.0,1,24
4.6,4.8,2.0,3,20
5.0,4.2,2.6,3,20
4.0,3.8,4.0,5,28
4.5,4.6,4.0,3,24
4.5,3.8,4.0,5,36
4.2,5.2,2.0,3,20
3.6,2.0,2.8,3,28
4.2,2.2,2.8,4,29
4.2,4.6,2.4,3,22
4.4,4.2,4.6,2,26
2.8,1.4,4.0,2,20
4.8,4.0,4.2,NA,15
3.0,3.4,5.2,3,18
4.6,3.2,3.0,5,38
5.8,5.4,2.4,3,19
5.0,2.2,3.6,3,23
4.0,4.4,1.4,4,32
4.8,4.6,1.4,3,36
5.2,4.0,4.0,3,19
3.2,2.6,2.0,4,37
2.6,1.2,3.8,3,23
6.0,4.0,2.2,3,22
4.6,4.0,3.0,4,33
5.4,4.6,2.0,3,20
3.8,5.0,4.8,2,43
5.6,4.0,2.6,3,21
5.0,6.0,2.2,3,34
4.4,4.8,4.2,3,25
3.6,4.6,2.8,3,30
4.8,4.0,2.2,4,57
4.6,4.4,2.25,3,25
6.0,4.4,2.6,3,24
4.4,5.4,1.8,3,23
5.4,5.0,1.2,2,31
5.2,4.2,1.6,4,50
4.0,3.8,3.6,1,18
4.6,4.6,2.6,3,23
4.2,2.8,3.6,3,27
5.2,4.8,1.0,3,21
3.8,3.4,2.6,3,21
5.2,4.6,2.0,NA,14
2.8,4.0,3.0,1,30
4.6,4.6,3.2,3,37
4.4,4.8,3.0,NA,16
4.8,1.6,6.0,3,19
4.4,3.2,2.0,3,26
5.25,4.2,5.8,3,49
4.0,4.0,3.4,5,25
4.8,5.2,5.4,2,22
4.0,3.0,4.0,3,19
5.0,4.8,2.8,3,19
5.2,4.2,3.2,3,19
4.8,5.2,2.4,1,16
5.75,3.6,2.2,4,49
5.0,4.2,4.2,4,54
4.8,5.2,3.0,5,40
4.6,3.75,3.0,3,20
4.8,5.0,2.0,3,20
4.2,6.0,4.0,5,28
4.2,4.6,5.8,4,35
4.0,2.6,3.6,5,67
5.6,5.4,2.4,3,26
3.8,6.0,2.2,3,23
5.4,3.8,2.4,1,43
5.4,3.8,4.4,3,20
5.25,5.4,3.6,3,31
5.2,5.5,3.2,5,56
4.8,4.8,1.8,3,20
4.4,2.6,2.2,4,28
4.8,2.0,3.6,4,28
2.8,2.0,2.0,3,25
3.0,3.0,1.8,3,25
3.6,4.4,5.0,4,35
5.0,2.2,4.4,NA,15
4.2,3.8,3.8,3,56
4.2,5.2,2.6,3,20
5.8,3.6,3.6,3,39
5.0,2.0,5.2,2,35
5.4,5.0,2.0,3,22
4.4,4.4,3.8,3,26
4.6,4.4,1.6,1,31
6.0,4.8,3.4,4,50
5.0,3.8,1.0,NA,51
2.2,3.8,1.2,4,23
5.6,4.4,4.4,5,40
6.0,5.2,2.0,2,44
5.0,5.6,1.25,3,19
2.6,3.4,2.6,4,43
4.0,4.2,1.6,3,20
4.2,4.6,3.2,3,24
6.0,4.0,1.0,4,55
5.4,5.6,2.0,5,45
5.8,6.0,2.6,5,25
5.6,4.8,2.4,3,21
4.8,2.8,1.2,2,38
1.2,1.4,2.0,NA,17
5.8,5.0,1.6,2,30
4.0,3.8,2.2,4,22
6.0,5.2,2.4,3,27
4.6,3.6,5.0,3,48
5.8,5.8,4.0,NA,55
5.8,4.2,2.8,3,21
4.0,3.8,3.6,2,23
3.0,3.6,2.6,3,20
5.8,4.4,4.2,3,23
5.2,4.4,3.4,4,24
5.6,3.6,2.6,2,29
4.2,3.6,5.4,5,30
5.0,4.2,4.6,3,33
5.8,4.5,5.0,4,24
2.4,3.6,5.2,5,26
3.4,3.6,2.2,4,41
3.6,4.0,3.8,1,19
1.8,1.8,5.4,1,20
4.4,4.0,3.6,5,44
5.8,4.4,2.2,3,27
5.0,5.4,3.0,4,33
4.4,2.6,3.0,5,40
2.8,5.4,5.8,NA,17
4.4,2.8,3.8,3,20
4.6,4.0,2.4,2,25
3.0,2.8,2.2,3,18
5.6,5.4,2.0,3,22
4.2,3.6,2.2,2,27
3.6,4.2,5.8,1,18
4.8,5.2,4.2,4,24
4.8,4.8,2.0,5,35
5.4,5.0,2.8,5,40
5.4,3.8,2.0,4,29
5.4,4.8,4.2,4,24
4.4,4.8,5.4,NA,14
4.0,4.2,3.8,4,54
4.4,3.2,3.8,4,29
5.2,4.8,4.0,3,26
5.2,4.4,1.8,3,26
4.0,3.6,3.4,4,26
5.8,4.8,2.4,3,39
3.2,2.2,5.0,1,18
4.0,4.0,2.4,2,28
2.8,1.8,4.0,NA,16
5.2,3.8,2.8,5,27
2.0,3.0,1.0,3,23
5.6,5.2,3.8,3,32
6.0,5.8,1.6,5,56
5.0,5.0,3.6,3,19
4.75,2.0,2.8,4,26
5.2,3.4,5.2,4,41
4.2,3.2,1.0,5,67
3.4,2.0,3.0,2,36
5.2,5.2,4.0,5,32
2.8,1.4,3.8,4,21
3.6,1.8,3.4,3,18
3.4,2.8,4.8,5,29
4.2,4.4,4.0,3,26
2.8,1.6,3.2,3,19
3.8,2.4,2.4,NA,16
3.8,4.4,2.6,4,32
5.2,3.4,4.2,3,18
5.2,5.0,2.0,3,19
3.8,5.2,1.0,5,63
5.6,5.2,1.6,5,27
2.8,1.6,4.4,3,20
4.6,2.4,3.0,3,54
3.8,1.4,3.2,5,25
3.6,3.0,4.2,4,46
5.2,3.6,1.75,5,51
4.0,2.2,2.8,5,38
5.0,5.8,2.0,3,32
4.6,3.6,2.8,4,24
4.6,3.2,2.2,1,54
2.6,2.2,3.0,4,38
5.2,5.0,3.8,3,29
4.8,2.6,2.6,5,24
5.0,4.6,3.8,5,23
3.2,1.75,4.0,1,25
5.8,4.6,2.8,2,19
3.8,2.6,4.2,3,28
5.8,5.0,2.8,3,20
4.6,4.2,2.8,3,29
5.0,2.8,4.2,3,16
4.0,3.6,5.6,2,23
2.6,4.2,5.6,2,23
5.2,5.4,3.6,3,20
4.6,5.2,2.8,3,19
4.6,3.6,3.4,NA,13
3.8,2.0,2.5,3,20
3.6,2.8,5.6,3,27
2.6,2.0,1.4,3,21
5.2,5.2,2.4,1,16
5.0,5.2,3.2,4,28
4.6,3.6,2.4,3,33
4.8,1.8,6.0,3,27
5.4,5.0,1.6,3,52
4.4,2.6,3.6,5,36
5.0,2.8,3.0,5,36
5.4,4.8,4.6,5,29
5.0,5.4,2.0,3,20
3.6,4.25,1.4,5,35
3.4,3.4,3.8,4,37
5.6,4.8,2.4,5,42
4.4,5.0,3.0,3,19
5.4,4.4,3.6,4,30
4.2,4.6,2.4,3,18
5.0,5.5,5.0,NA,9
4.8,3.2,3.6,4,27
5.2,5.2,3.4,2,18
2.2,2.0,1.0,2,24
3.4,2.0,1.4,3,20
2.4,3.2,3.8,NA,14
4.0,4.8,3.0,3,21
4.0,3.6,3.8,3,21
5.6,5.0,1.2,5,66
5.4,5.0,3.0,1,22
4.2,4.8,3.2,1,49
4.75,4.2,4.4,3,42
3.2,3.2,3.2,4,19
3.0,3.0,2.8,4,19
5.6,3.0,5.8,5,32
5.8,5.8,2.8,3,29
3.8,4.8,2.6,4,31
5.4,5.4,3.2,2,21
5.4,5.2,1.6,2,27
3.4,4.8,4.8,3,23
4.8,4.0,3.2,3,20
4.2,3.2,3.0,2,57
4.0,4.2,3.6,2,38
4.8,3.8,3.2,2,18
4.6,3.6,6.0,2,23
5.0,4.4,3.2,3,34
4.8,2.2,5.2,4,67
4.6,5.8,4.6,3,30
4.2,4.2,3.6,5,31
3.8,1.4,2.6,4,54
4.2,4.0,1.4,5,32
5.4,5.25,3.6,3,47
3.8,5.0,3.6,3,20
1.8,1.6,5.6,1,20
5.4,5.2,4.0,3,34
4.2,4.2,4.2,NA,14
3.2,4.0,5.75,2,32
4.4,5.4,2.0,3,27
4.0,3.0,5.0,3,19
3.6,5.0,2.0,3,20
5.0,4.0,1.8,3,21
2.8,4.4,3.4,3,23
4.0,2.8,1.0,4,42
5.4,5.4,4.6,3,27
4.8,3.6,4.4,3,19
4.8,4.4,4.4,3,21
5.6,3.0,3.0,5,47
5.4,2.6,3.4,5,58
4.4,3.0,6.0,3,20
4.4,5.0,1.6,3,29
5.0,4.8,3.6,3,18
3.0,4.6,4.2,1,18
4.4,4.4,2.2,2,21
5.8,4.8,4.6,5,36
3.8,4.8,3.0,3,18
6.0,5.4,1.8,5,53
5.0,3.4,4.2,4,23
2.6,2.4,4.2,3,19
4.2,4.2,4.4,3,22
4.0,4.2,4.6,2,19
5.2,4.8,2.2,3,20
3.6,4.2,3.0,4,24
4.8,4.6,2.6,2,23
4.4,3.8,5.0,3,20
5.4,5.0,5.2,4,33
4.2,4.6,4.2,1,16
6.0,4.4,2.4,1,17
4.0,3.4,2.2,3,21
4.0,4.0,6.0,5,31
4.0,4.4,1.0,2,57
6.0,4.8,3.8,3,20
4.6,4.4,5.0,2,19
4.6,4.4,4.0,2,19
4.0,3.6,4.0,2,19
4.0,3.6,2.6,2,19
4.0,3.6,2.6,2,19
4.0,3.6,2.2,2,19
4.0,3.6,2.8,2,19
4.0,3.6,2.2,2,19
4.0,3.6,3.2,2,19
4.0,4.6,3.2,2,19
3.4,3.6,2.0,3,19
4.0,2.4,5.2,5,42
4.4,4.6,6.0,5,46
5.2,4.8,4.6,2,20
4.4,3.2,3.2,3,20
3.8,3.8,4.6,4,20
4.6,4.5,1.8,3,21
5.4,5.0,1.4,2,25
4.0,4.4,3.2,2,19
5.4,5.0,1.5,5,52
4.0,3.2,2.4,3,20
3.6,3.0,2.0,3,19
5.2,5.0,1.4,3,34
3.2,2.8,2.6,3,29
4.2,4.8,1.8,2,36
3.2,3.0,4.0,1,18
4.4,3.2,2.6,3,25
3.6,3.6,3.8,3,30
5.0,5.4,2.4,5,32
4.6,3.0,5.0,3,32
2.8,5.0,2.2,1,16
2.0,3.4,3.6,3,19
5.2,4.8,4.2,5,29
5.0,4.4,3.0,4,30
4.8,4.2,2.6,3,27
5.4,4.0,4.0,5,41
3.0,4.0,3.8,4,28
3.8,3.6,1.8,5,26
5.6,5.0,1.8,5,35
4.0,4.4,4.4,4,43
5.2,3.0,4.0,5,37
5.25,2.8,5.4,5,23
6.0,4.8,2.8,5,20
5.0,4.25,4.0,2,24
5.4,5.0,2.0,5,21
3.0,2.0,3.0,4,22
5.2,4.4,2.8,3,20
4.6,3.4,2.2,3,27
4.8,3.2,2.2,2,55
4.6,3.4,3.0,3,39
4.2,4.4,4.8,5,31
3.0,5.4,1.2,5,33
4.8,4.8,2.4,4,24
4.0,3.8,3.6,4,22
4.4,3.4,2.8,3,50
5.2,5.4,1.8,4,22
6.0,5.6,1.4,3,52
4.2,4.0,4.0,5,32
3.6,2.6,1.6,5,25
3.6,3.8,3.8,3,23
3.8,4.0,4.0,2,19
5.4,5.4,2.2,5,33
4.4,4.4,2.4,4,46
5.25,3.2,4.2,5,51
4.2,1.4,4.4,4,37
3.4,2.8,2.0,3,19
4.2,4.8,3.25,2,20
2.8,4.6,1.8,4,44
5.2,5.0,2.4,3,31
4.8,5.8,2.2,3,22
4.2,4.2,2.0,3,20
5.8,4.4,2.4,4,22
5.0,5.2,2.0,3,19
4.2,2.0,4.0,3,19
5.8,4.8,4.0,3,40
5.2,3.8,3.6,5,30
6.0,6.0,1.0,5,53
5.8,4.4,1.4,3,20
5.2,4.2,2.2,4,70
5.6,5.4,2.2,4,56
5.2,5.0,4.8,2,31
3.2,3.4,3.0,3,20
3.0,2.0,4.4,2,25
4.0,4.6,5.0,3,20
5.4,5.4,2.6,3,31
4.0,4.333333333333333,5.0,NA,13
5.0,5.0,2.4,4,27
4.4,4.0,4.4,NA,13
4.4,4.0,3.0,3,31
4.2,3.8,4.0,3,21
6.0,5.0,3.2,3,20
5.2,3.6,2.6,3,18
3.5,3.0,1.8,3,18
5.8,5.6,3.4,2,24
5.2,4.0,1.2,3,45
5.4,4.2,2.8,1,40
5.0,4.2,4.6,5,28
3.0,3.2,2.0,2,24
4.6,4.6,2.8,1,25
3.8,5.2,4.0,2,20
5.2,4.6,4.2,1,15
4.0,5.0,3.0,3,19
5.4,4.6,4.4,5,39
6.0,5.0,1.2,4,39
4.0,4.5,3.4,2,19
4.8,5.0,4.0,2,19
4.8,5.0,3.8,3,23
4.4,5.8,1.4,1,17
5.2,3.8,2.4,5,43
3.8,5.0,2.4,3,20
4.2,4.2,5.4,3,19
6.0,5.4,3.8,1,62
4.6,4.6,5.0,3,20
3.4,2.6,4.8,4,22
3.4,3.6,3.2,2,21
5.8,4.6,4.2,3,23
3.6,5.0,3.4,3,18
3.6,6.0,2.4,3,18
5.2,3.0,5.2,3,19
4.8,4.0,3.0,3,18
4.0,3.75,2.6,5,22
5.6,4.8,1.4,4,24
4.8,3.0,5.2,3,23
6.0,6.0,2.2,3,22
4.5,3.4,2.0,3,18
4.6,3.8,5.6,3,34
4.6,3.8,2.2,5,43
3.2,3.2,2.4,5,33
3.6,5.0,3.2,2,25
4.6,4.5,1.4,1,18
2.4,3.4,3.2,NA,25
4.8,3.4,4.6,5,38
6.0,5.6,4.8,4,22
4.8,5.0,2.0,3,39
5.4,5.2,4.4,3,34
5.8,4.8,1.2,5,54
5.2,4.4,1.6,3,56
4.8,3.8,4.2,3,21
4.2,4.4,4.0,5,30
4.0,2.4,4.4,4,22
4.8,5.6,2.6,5,31
4.6,3.4,2.4,3,17
4.4,4.0,3.4,5,24
5.0,4.2,3.6,5,23
3.6,3.8,2.6,1,21
3.8,3.6,2.8,3,26
3.4,2.8,4.0,4,21
5.75,5.0,2.0,4,50
4.4,5.0,4.2,2,35
5.6,5.4,1.0,2,72
4.8,3.8,2.8,3,39
4.8,3.0,4.0,2,40
5.2,3.4,2.2,3,41
4.4,4.6,3.6,NA,14
5.6,4.2,2.6,4,40
6.0,5.2,1.8,1,36
3.4,4.6,1.8,1,24
4.4,2.6,1.2,1,19
2.4,3.4,5.0,4,22
6.0,6.0,1.0,4,38
4.8,3.4,5.0,NA,16
5.0,4.4,5.75,3,20
3.4,2.6,4.2,4,20
4.4,4.0,1.8,3,32
5.2,4.6,4.8,4,23
3.6,2.4,4.6,2,20
4.4,4.8,3.0,4,28
5.0,4.0,4.0,3,20
5.6,4.0,2.8,3,20
5.8,4.4,3.4,5,48
4.4,4.8,2.2,4,28
4.4,5.0,2.2,4,28
4.8,5.2,2.2,4,28
4.4,5.2,2.4,4,28
